candidate,best_label,score,total_docs,share_best,count_UP,count_DOWN,count_NEUTRAL
凌晨四,DOWN,4.8549,11,0.909,1,10,0
分手后,DOWN,4.8549,11,0.909,0,10,1
别人在,DOWN,4.8549,11,0.909,1,10,0
力下,DOWN,4.8549,11,0.909,0,10,1
句道,DOWN,4.8549,11,0.909,0,10,1
句道歉,DOWN,4.8549,11,0.909,0,10,1
回避,DOWN,4.8549,11,0.909,0,10,1
大段,DOWN,4.8549,11,0.909,1,10,0
她上,DOWN,4.8549,11,0.909,0,10,1
好辛,DOWN,4.8549,11,0.909,0,10,1
好辛苦,DOWN,4.8549,11,0.909,0,10,1
小的时,DOWN,4.8549,11,0.909,0,10,1
小的时候,DOWN,4.8549,11,0.909,0,10,1
就怕,DOWN,4.8549,11,0.909,1,10,0
应激,DOWN,4.8549,11,0.909,0,10,1
店，店,DOWN,4.8549,11,0.909,0,10,1
开过,DOWN,4.8549,11,0.909,1,10,0
很不开,DOWN,4.8549,11,0.909,1,10,0
很不开心,DOWN,4.8549,11,0.909,1,10,0
心情不,DOWN,4.8549,11,0.909,0,10,1
惊醒,DOWN,4.8549,11,0.909,1,10,0
感到很,DOWN,4.8549,11,0.909,1,10,0
我删了,DOWN,4.8549,11,0.909,1,10,0
我的想,DOWN,4.8549,11,0.909,1,10,0
我的想法,DOWN,4.8549,11,0.909,1,10,0
我骂,DOWN,4.8549,11,0.909,0,10,1
拍成这,DOWN,4.8549,11,0.909,0,10,1
拍成这样,DOWN,4.8549,11,0.909,0,10,1
无奈的,DOWN,4.8549,11,0.909,1,10,0
无法接受,DOWN,4.8549,11,0.909,0,10,1
是我的错,DOWN,4.8549,11,0.909,1,10,0
晨四,DOWN,4.8549,11,0.909,1,10,0
會有,DOWN,4.8549,11,0.909,1,10,0
月经,DOWN,4.8549,11,0.909,1,10,0
条朋,DOWN,4.8549,11,0.909,0,10,1
条朋友,DOWN,4.8549,11,0.909,0,10,1
条朋友圈,DOWN,4.8549,11,0.909,0,10,1
果我不,DOWN,4.8549,11,0.909,1,10,0
水道,DOWN,4.8549,11,0.909,1,10,0
没学,DOWN,4.8549,11,0.909,1,10,0
没有学,DOWN,4.8549,11,0.909,1,10,0
没有结,DOWN,4.8549,11,0.909,1,10,0
法接受,DOWN,4.8549,11,0.909,0,10,1
浑噩,DOWN,4.8549,11,0.909,1,10,0
的苦难,DOWN,4.8549,11,0.909,1,10,0
矫情,DOWN,4.8549,11,0.909,1,10,0
种没,DOWN,4.8549,11,0.909,0,10,1
考虑要,DOWN,4.8549,11,0.909,0,10,1
能留,DOWN,4.8549,11,0.909,1,10,0
虑要,DOWN,4.8549,11,0.909,0,10,1
要上班,DOWN,4.8549,11,0.909,1,10,0
觉得我不,DOWN,4.8549,11,0.909,0,10,1
说过，,DOWN,4.8549,11,0.909,1,10,0
起不来,DOWN,4.8549,11,0.909,0,10,1
还是大,DOWN,4.8549,11,0.909,1,10,0
还是没有,DOWN,4.8549,11,0.909,1,10,0
还要被,DOWN,4.8549,11,0.909,1,10,0
还说我,DOWN,4.8549,11,0.909,0,10,1
这个东,DOWN,4.8549,11,0.909,0,10,1
这个东西,DOWN,4.8549,11,0.909,0,10,1
这个钱,DOWN,4.8549,11,0.909,0,10,1
这已经是,DOWN,4.8549,11,0.909,0,10,1
这样下,DOWN,4.8549,11,0.909,0,10,1
这边的,DOWN,4.8549,11,0.909,1,10,0
遗憾的,DOWN,4.8549,11,0.909,0,10,1
那么重要,DOWN,4.8549,11,0.909,1,10,0
，写完,DOWN,4.8549,11,0.909,1,10,0
，她给,DOWN,4.8549,11,0.909,1,10,0
，就是我,DOWN,4.8549,11,0.909,0,10,1
，当初,DOWN,4.8549,11,0.909,0,10,1
，我的生,DOWN,4.8549,11,0.909,1,10,0
，更别提,DOWN,4.8549,11,0.909,1,10,0
，痛,DOWN,4.8549,11,0.909,0,10,1
，类,DOWN,4.8549,11,0.909,1,10,0
，舍,DOWN,4.8549,11,0.909,1,10,0
，除非,DOWN,4.8549,11,0.909,0,10,1
。而且我,DOWN,4.8067,15,0.733,2,11,2
一个女孩,DOWN,4.8067,15,0.733,0,11,4
一直没有,DOWN,4.8067,15,0.733,3,11,1
上的，,DOWN,4.8067,15,0.733,4,11,0
不擅,DOWN,4.8067,15,0.733,3,11,1
不擅长,DOWN,4.8067,15,0.733,3,11,1
不相信,DOWN,4.8067,15,0.733,3,11,1
不跟,DOWN,4.8067,15,0.733,3,11,1
么多的,DOWN,4.8067,15,0.733,4,11,0
也没看,DOWN,4.8067,15,0.733,2,11,2
了一样,DOWN,4.8067,15,0.733,2,11,2
了班,DOWN,4.8067,15,0.733,1,11,3
了男朋,DOWN,4.8067,15,0.733,1,11,3
了男朋友,DOWN,4.8067,15,0.733,1,11,3
了，我只,DOWN,4.8067,15,0.733,2,11,2
了，被,DOWN,4.8067,15,0.733,4,11,0
今天有,DOWN,4.8067,15,0.733,0,11,4
从一开,DOWN,4.8067,15,0.733,2,11,2
从一开始,DOWN,4.8067,15,0.733,2,11,2
他才,DOWN,4.8067,15,0.733,2,11,2
会跟我,DOWN,4.8067,15,0.733,2,11,2
住了。,DOWN,4.8067,15,0.733,2,11,2
前因,DOWN,4.8067,15,0.733,4,11,0
剩的,DOWN,4.8067,15,0.733,2,11,2
力。我,DOWN,4.8067,15,0.733,2,11,2
半年了,DOWN,4.8067,15,0.733,3,11,1
和爸爸,DOWN,4.8067,15,0.733,2,11,2
商品,DOWN,4.8067,15,0.733,1,11,3
啥啊,DOWN,4.8067,15,0.733,2,11,2
在场,DOWN,4.8067,15,0.733,2,11,2
在洗,DOWN,4.8067,15,0.733,2,11,2
大山,DOWN,4.8067,15,0.733,2,11,2
妈去,DOWN,4.8067,15,0.733,4,11,0
子想,DOWN,4.8067,15,0.733,3,11,1
家发,DOWN,4.8067,15,0.733,1,11,3
家带,DOWN,4.8067,15,0.733,2,11,2
履历,DOWN,4.8067,15,0.733,4,11,0
工作了，,DOWN,4.8067,15,0.733,4,11,0
很担,DOWN,4.8067,15,0.733,4,11,0
很担心,DOWN,4.8067,15,0.733,4,11,0
很高的,DOWN,4.8067,15,0.733,3,11,1
得大,DOWN,4.8067,15,0.733,4,11,0
恋爱脑,DOWN,4.8067,15,0.733,1,11,3
感觉每,DOWN,4.8067,15,0.733,4,11,0
我几乎,DOWN,4.8067,15,0.733,4,11,0
我脑,DOWN,4.8067,15,0.733,1,11,3
把我拉,DOWN,4.8067,15,0.733,2,11,2
是不是真的,DOWN,4.8067,15,0.733,4,11,0
月工资,DOWN,4.8067,15,0.733,4,11,0
有经历,DOWN,4.8067,15,0.733,1,11,3
母是,DOWN,4.8067,15,0.733,3,11,1
比这,DOWN,4.8067,15,0.733,2,11,2
没有打,DOWN,4.8067,15,0.733,3,11,1
没有问,DOWN,4.8067,15,0.733,4,11,0
爱脑,DOWN,4.8067,15,0.733,1,11,3
父母是,DOWN,4.8067,15,0.733,3,11,1
班时,DOWN,4.8067,15,0.733,4,11,0
理智,DOWN,4.8067,15,0.733,2,11,2
电话说,DOWN,4.8067,15,0.733,2,11,2
疑是,DOWN,4.8067,15,0.733,4,11,0
的后续,DOWN,4.8067,15,0.733,1,11,3
的很累,DOWN,4.8067,15,0.733,4,11,0
直没有,DOWN,4.8067,15,0.733,3,11,1
知道是我,DOWN,4.8067,15,0.733,0,11,4
离大,DOWN,4.8067,15,0.733,1,11,3
被男,DOWN,4.8067,15,0.733,0,11,4
要怎么办,DOWN,4.8067,15,0.733,4,11,0
觉每,DOWN,4.8067,15,0.733,4,11,0
诡异,DOWN,4.8067,15,0.733,0,11,4
诧异,DOWN,4.8067,15,0.733,3,11,1
语文,DOWN,4.8067,15,0.733,3,11,1
说分,DOWN,4.8067,15,0.733,2,11,2
谈过,DOWN,4.8067,15,0.733,3,11,1
贵重,DOWN,4.8067,15,0.733,1,11,3
过的人,DOWN,4.8067,15,0.733,2,11,2
退款,DOWN,4.8067,15,0.733,1,11,3
都是因,DOWN,4.8067,15,0.733,2,11,2
（当然,DOWN,4.8067,15,0.733,2,11,2
，他们也,DOWN,4.8067,15,0.733,4,11,0
，崩,DOWN,4.8067,15,0.733,2,11,2
，麻,DOWN,4.8067,15,0.733,2,11,2
…但是,DOWN,4.7111,20,0.6,7,12,1
。我从,DOWN,4.7111,20,0.6,7,12,1
一个“,DOWN,4.7111,20,0.6,5,12,3
一学期,DOWN,4.7111,20,0.6,3,12,5
一种很,DOWN,4.7111,20,0.6,4,12,4
不懂的,DOWN,4.7111,20,0.6,6,12,2
不能吃,DOWN,4.7111,20,0.6,3,12,5
个样,DOWN,4.7111,20,0.6,3,12,5
个高,DOWN,4.7111,20,0.6,4,12,4
了一眼,DOWN,4.7111,20,0.6,7,12,1
人分,DOWN,4.7111,20,0.6,6,12,2
他只,DOWN,4.7111,20,0.6,7,12,1
他回,DOWN,4.7111,20,0.6,3,12,5
们带,DOWN,4.7111,20,0.6,5,12,3
位老,DOWN,4.7111,20,0.6,7,12,1
余的,DOWN,4.7111,20,0.6,5,12,3
余额,DOWN,4.7111,20,0.6,6,12,2
你跟,DOWN,4.7111,20,0.6,4,12,4
候他,DOWN,4.7111,20,0.6,7,12,1
做人,DOWN,4.7111,20,0.6,4,12,4
先把,DOWN,4.7111,20,0.6,6,12,2
决了,DOWN,4.7111,20,0.6,5,12,3
准备去,DOWN,4.7111,20,0.6,6,12,2
化R][石,DOWN,4.7111,20,0.6,3,12,5
化R][石化,DOWN,4.7111,20,0.6,3,12,5
压力大,DOWN,4.7111,20,0.6,7,12,1
友有,DOWN,4.7111,20,0.6,7,12,1
取了,DOWN,4.7111,20,0.6,7,12,1
受自己,DOWN,4.7111,20,0.6,6,12,2
在大学,DOWN,4.7111,20,0.6,5,12,3
备去,DOWN,4.7111,20,0.6,6,12,2
多年的,DOWN,4.7111,20,0.6,5,12,3
大都,DOWN,4.7111,20,0.6,6,12,2
天工,DOWN,4.7111,20,0.6,6,12,2
太敏,DOWN,4.7111,20,0.6,5,12,3
太敏感,DOWN,4.7111,20,0.6,5,12,3
失的,DOWN,4.7111,20,0.6,4,12,4
学到了,DOWN,4.7111,20,0.6,2,12,6
学前,DOWN,4.7111,20,0.6,6,12,2
察觉,DOWN,4.7111,20,0.6,8,12,0
已被,DOWN,4.7111,20,0.6,4,12,4
帮帮,DOWN,4.7111,20,0.6,6,12,2
很辛,DOWN,4.7111,20,0.6,4,12,4
很辛苦,DOWN,4.7111,20,0.6,4,12,4
意和,DOWN,4.7111,20,0.6,3,12,5
我们学,DOWN,4.7111,20,0.6,3,12,5
我保,DOWN,4.7111,20,0.6,8,12,0
我讨,DOWN,4.7111,20,0.6,4,12,4
我说：“,DOWN,4.7111,20,0.6,4,12,4
手机里,DOWN,4.7111,20,0.6,4,12,4
掏出,DOWN,4.7111,20,0.6,3,12,5
摆摊,DOWN,4.7111,20,0.6,4,12,4
时候他,DOWN,4.7111,20,0.6,7,12,1
时大,DOWN,4.7111,20,0.6,4,12,4
是拍照,DOWN,4.7111,20,0.6,7,12,1
有加,DOWN,4.7111,20,0.6,4,12,4
望自己,DOWN,4.7111,20,0.6,7,12,1
水都,DOWN,4.7111,20,0.6,3,12,5
没收,DOWN,4.7111,20,0.6,0,12,8
活是,DOWN,4.7111,20,0.6,8,12,0
白人,DOWN,4.7111,20,0.6,4,12,4
的学费,DOWN,4.7111,20,0.6,6,12,2
的定,DOWN,4.7111,20,0.6,4,12,4
的年轻人,DOWN,4.7111,20,0.6,6,12,2
的班,DOWN,4.7111,20,0.6,1,12,7
看着他,DOWN,4.7111,20,0.6,4,12,4
知后,DOWN,4.7111,20,0.6,5,12,3
石化R][石,DOWN,4.7111,20,0.6,3,12,5
空空,DOWN,4.7111,20,0.6,7,12,1
算什,DOWN,4.7111,20,0.6,4,12,4
算什么,DOWN,4.7111,20,0.6,4,12,4
经常会,DOWN,4.7111,20,0.6,8,12,0
该怎么做,DOWN,4.7111,20,0.6,8,12,0
课就,DOWN,4.7111,20,0.6,7,12,1
跟爸,DOWN,4.7111,20,0.6,8,12,0
这样吗,DOWN,4.7111,20,0.6,4,12,4
陪着,DOWN,4.7111,20,0.6,7,12,1
高二,DOWN,4.7111,20,0.6,8,12,0
，我就是,DOWN,4.7111,20,0.6,5,12,3
，担,DOWN,4.7111,20,0.6,6,12,2
？每,DOWN,4.7111,20,0.6,4,12,4
…感觉,DOWN,4.6048,16,0.688,4,11,1
。我也不,DOWN,4.6048,16,0.688,5,11,0
。我已,DOWN,4.6048,16,0.688,3,11,2
万能的,DOWN,4.6048,16,0.688,2,11,3
三四个,DOWN,4.6048,16,0.688,3,11,2
不去了,DOWN,4.6048,16,0.688,3,11,2
不听话,DOWN,4.6048,16,0.688,1,11,4
业之,DOWN,4.6048,16,0.688,4,11,1
中毕,DOWN,4.6048,16,0.688,2,11,3
中毕业,DOWN,4.6048,16,0.688,2,11,3
么给,DOWN,4.6048,16,0.688,0,11,5
了买,DOWN,4.6048,16,0.688,3,11,2
了，于,DOWN,4.6048,16,0.688,2,11,3
了，于是,DOWN,4.6048,16,0.688,2,11,3
了，原来,DOWN,4.6048,16,0.688,2,11,3
了，我就,DOWN,4.6048,16,0.688,5,11,0
们已经,DOWN,4.6048,16,0.688,4,11,1
候的我,DOWN,4.6048,16,0.688,4,11,1
催我,DOWN,4.6048,16,0.688,0,11,5
去洗,DOWN,4.6048,16,0.688,2,11,3
后和,DOWN,4.6048,16,0.688,5,11,0
和他说,DOWN,4.6048,16,0.688,4,11,1
回宿,DOWN,4.6048,16,0.688,4,11,1
回宿舍,DOWN,4.6048,16,0.688,4,11,1
在变,DOWN,4.6048,16,0.688,4,11,1
在安,DOWN,4.6048,16,0.688,4,11,1
在家，,DOWN,4.6048,16,0.688,1,11,4
在我心,DOWN,4.6048,16,0.688,5,11,0
天中午,DOWN,4.6048,16,0.688,3,11,2
她，她,DOWN,4.6048,16,0.688,3,11,2
如果这,DOWN,4.6048,16,0.688,3,11,2
委屈，,DOWN,4.6048,16,0.688,4,11,1
家人，,DOWN,4.6048,16,0.688,5,11,0
就是没有,DOWN,4.6048,16,0.688,3,11,2
干的事,DOWN,4.6048,16,0.688,5,11,0
很丰富,DOWN,4.6048,16,0.688,3,11,2
得过,DOWN,4.6048,16,0.688,3,11,2
心累,DOWN,4.6048,16,0.688,0,11,5
情一,DOWN,4.6048,16,0.688,5,11,0
想打,DOWN,4.6048,16,0.688,3,11,2
想死,DOWN,4.6048,16,0.688,2,11,3
我一开,DOWN,4.6048,16,0.688,3,11,2
我一开始,DOWN,4.6048,16,0.688,3,11,2
我也觉,DOWN,4.6048,16,0.688,3,11,2
我也觉得,DOWN,4.6048,16,0.688,3,11,2
我内心,DOWN,4.6048,16,0.688,4,11,1
我干,DOWN,4.6048,16,0.688,3,11,2
我恨,DOWN,4.6048,16,0.688,0,11,5
我讨厌,DOWN,4.6048,16,0.688,1,11,4
或者说,DOWN,4.6048,16,0.688,5,11,0
文了,DOWN,4.6048,16,0.688,1,11,4
无语，,DOWN,4.6048,16,0.688,1,11,4
时候的我,DOWN,4.6048,16,0.688,4,11,1
是d,DOWN,4.6048,16,0.688,2,11,3
是我觉,DOWN,4.6048,16,0.688,5,11,0
是我觉得,DOWN,4.6048,16,0.688,5,11,0
是永,DOWN,4.6048,16,0.688,3,11,2
是继,DOWN,4.6048,16,0.688,2,11,3
月一,DOWN,4.6048,16,0.688,4,11,1
月给,DOWN,4.6048,16,0.688,5,11,0
有错,DOWN,4.6048,16,0.688,2,11,3
期末考,DOWN,4.6048,16,0.688,4,11,1
杯，,DOWN,4.6048,16,0.688,2,11,3
止是,DOWN,4.6048,16,0.688,4,11,1
毛病,DOWN,4.6048,16,0.688,2,11,3
没有我,DOWN,4.6048,16,0.688,0,11,5
没有找到,DOWN,4.6048,16,0.688,2,11,3
没能,DOWN,4.6048,16,0.688,3,11,2
法吗,DOWN,4.6048,16,0.688,0,11,5
点想,DOWN,4.6048,16,0.688,3,11,2
玩不,DOWN,4.6048,16,0.688,1,11,4
现，我,DOWN,4.6048,16,0.688,2,11,3
玻璃心,DOWN,4.6048,16,0.688,4,11,1
璃心,DOWN,4.6048,16,0.688,4,11,1
由是,DOWN,4.6048,16,0.688,3,11,2
病了,DOWN,4.6048,16,0.688,1,11,4
的事，我,DOWN,4.6048,16,0.688,0,11,5
的同时，,DOWN,4.6048,16,0.688,3,11,2
的，最,DOWN,4.6048,16,0.688,5,11,0
省考,DOWN,4.6048,16,0.688,4,11,1
真服,DOWN,4.6048,16,0.688,0,11,5
真服了,DOWN,4.6048,16,0.688,0,11,5
离了,DOWN,4.6048,16,0.688,3,11,2
私下,DOWN,4.6048,16,0.688,3,11,2
网上的,DOWN,4.6048,16,0.688,3,11,2
被说,DOWN,4.6048,16,0.688,2,11,3
规矩,DOWN,4.6048,16,0.688,1,11,4
解他,DOWN,4.6048,16,0.688,1,11,4
识的人,DOWN,4.6048,16,0.688,4,11,1
说是因,DOWN,4.6048,16,0.688,2,11,3
说是因为,DOWN,4.6048,16,0.688,2,11,3
赶到,DOWN,4.6048,16,0.688,3,11,2
身处,DOWN,4.6048,16,0.688,3,11,2
身边的朋,DOWN,4.6048,16,0.688,4,11,1
身边的朋友,DOWN,4.6048,16,0.688,4,11,1
边的朋,DOWN,4.6048,16,0.688,4,11,1
边的朋友,DOWN,4.6048,16,0.688,4,11,1
这一天,DOWN,4.6048,16,0.688,4,11,1
这样不,DOWN,4.6048,16,0.688,4,11,1
這樣,DOWN,4.6048,16,0.688,2,11,3
里全,DOWN,4.6048,16,0.688,2,11,3
问为,DOWN,4.6048,16,0.688,4,11,1
面，我,DOWN,4.6048,16,0.688,2,11,3
，具体,DOWN,4.6048,16,0.688,4,11,1
，凌,DOWN,4.6048,16,0.688,3,11,2
，凌晨,DOWN,4.6048,16,0.688,3,11,2
，失,DOWN,4.6048,16,0.688,4,11,1
，就是不,DOWN,4.6048,16,0.688,2,11,3
，我不知,DOWN,4.6048,16,0.688,4,11,1
，我不知道,DOWN,4.6048,16,0.688,4,11,1
，我怕,DOWN,4.6048,16,0.688,3,11,2
，我真的很,DOWN,4.6048,16,0.688,2,11,3
",是",DOWN,4.5937,12,0.833,2,10,0
。我们的,DOWN,4.5937,12,0.833,2,10,0
。期,DOWN,4.5937,12,0.833,2,10,0
一个电,DOWN,4.5937,12,0.833,2,10,0
一起之,DOWN,4.5937,12,0.833,0,10,2
下他,DOWN,4.5937,12,0.833,1,10,1
不习,DOWN,4.5937,12,0.833,2,10,0
不习惯,DOWN,4.5937,12,0.833,2,10,0
不想学,DOWN,4.5937,12,0.833,1,10,1
不来，,DOWN,4.5937,12,0.833,0,10,2
世了，,DOWN,4.5937,12,0.833,0,10,2
个i人,DOWN,4.5937,12,0.833,0,10,2
中老,DOWN,4.5937,12,0.833,2,10,0
为别人,DOWN,4.5937,12,0.833,2,10,0
么办[,DOWN,4.5937,12,0.833,0,10,2
也不知道，,DOWN,4.5937,12,0.833,2,10,0
了台,DOWN,4.5937,12,0.833,0,10,2
了，跟,DOWN,4.5937,12,0.833,1,10,1
从什,DOWN,4.5937,12,0.833,1,10,1
从什么,DOWN,4.5937,12,0.833,1,10,1
从什么时,DOWN,4.5937,12,0.833,1,10,1
从什么时候,DOWN,4.5937,12,0.833,1,10,1
他们没,DOWN,4.5937,12,0.833,2,10,0
会反,DOWN,4.5937,12,0.833,0,10,2
体化,DOWN,4.5937,12,0.833,1,10,1
你不要,DOWN,4.5937,12,0.833,1,10,1
候也会,DOWN,4.5937,12,0.833,1,10,1
做生意,DOWN,4.5937,12,0.833,2,10,0
全被,DOWN,4.5937,12,0.833,0,10,2
养活,DOWN,4.5937,12,0.833,2,10,0
到了之,DOWN,4.5937,12,0.833,0,10,2
办[,DOWN,4.5937,12,0.833,0,10,2
原来大家,DOWN,4.5937,12,0.833,1,10,1
去排,DOWN,4.5937,12,0.833,1,10,1
去排队,DOWN,4.5937,12,0.833,1,10,1
又不敢,DOWN,4.5937,12,0.833,2,10,0
又让我,DOWN,4.5937,12,0.833,0,10,2
友们都,DOWN,4.5937,12,0.833,2,10,0
友手,DOWN,4.5937,12,0.833,0,10,2
友手机,DOWN,4.5937,12,0.833,0,10,2
反感,DOWN,4.5937,12,0.833,2,10,0
后现在,DOWN,4.5937,12,0.833,2,10,0
听到我,DOWN,4.5937,12,0.833,0,10,2
回家还,DOWN,4.5937,12,0.833,1,10,1
在一起之,DOWN,4.5937,12,0.833,0,10,2
在农,DOWN,4.5937,12,0.833,2,10,0
在农村,DOWN,4.5937,12,0.833,2,10,0
坏，,DOWN,4.5937,12,0.833,1,10,1
好像只,DOWN,4.5937,12,0.833,0,10,2
寂静,DOWN,4.5937,12,0.833,2,10,0
己带,DOWN,4.5937,12,0.833,1,10,1
带着一,DOWN,4.5937,12,0.833,0,10,2
年8,DOWN,4.5937,12,0.833,2,10,0
底片,DOWN,4.5937,12,0.833,0,10,2
当晚,DOWN,4.5937,12,0.833,1,10,1
怎么办[,DOWN,4.5937,12,0.833,0,10,2
恋爱是,DOWN,4.5937,12,0.833,2,10,0
愿的,DOWN,4.5937,12,0.833,1,10,1
慌，,DOWN,4.5937,12,0.833,1,10,1
我二,DOWN,4.5937,12,0.833,0,10,2
我似乎,DOWN,4.5937,12,0.833,0,10,2
我只要,DOWN,4.5937,12,0.833,1,10,1
我害,DOWN,4.5937,12,0.833,1,10,1
我快,DOWN,4.5937,12,0.833,1,10,1
我现在也,DOWN,4.5937,12,0.833,2,10,0
我肯,DOWN,4.5937,12,0.833,0,10,2
我肯定,DOWN,4.5937,12,0.833,0,10,2
我说那,DOWN,4.5937,12,0.833,2,10,0
我错,DOWN,4.5937,12,0.833,1,10,1
扯到,DOWN,4.5937,12,0.833,1,10,1
无法接,DOWN,4.5937,12,0.833,1,10,1
无缘,DOWN,4.5937,12,0.833,2,10,0
是别人,DOWN,4.5937,12,0.833,1,10,1
是当时,DOWN,4.5937,12,0.833,2,10,0
最早,DOWN,4.5937,12,0.833,1,10,1
有人看,DOWN,4.5937,12,0.833,1,10,1
本来我,DOWN,4.5937,12,0.833,2,10,0
来大家都,DOWN,4.5937,12,0.833,1,10,1
样下,DOWN,4.5937,12,0.833,1,10,1
样吧,DOWN,4.5937,12,0.833,1,10,1
款买,DOWN,4.5937,12,0.833,2,10,0
段感,DOWN,4.5937,12,0.833,2,10,0
段感情,DOWN,4.5937,12,0.833,2,10,0
没有边,DOWN,4.5937,12,0.833,2,10,0
没有边界,DOWN,4.5937,12,0.833,2,10,0
漫画里,DOWN,4.5937,12,0.833,2,10,0
漫画里的,DOWN,4.5937,12,0.833,2,10,0
画里的,DOWN,4.5937,12,0.833,2,10,0
疲劳,DOWN,4.5937,12,0.833,1,10,1
病人,DOWN,4.5937,12,0.833,2,10,0
的圈,DOWN,4.5937,12,0.833,0,10,2
知道是什么,DOWN,4.5937,12,0.833,0,10,2
穷的,DOWN,4.5937,12,0.833,2,10,0
窝囊,DOWN,4.5937,12,0.833,2,10,0
给1,DOWN,4.5937,12,0.833,1,10,1
给她们,DOWN,4.5937,12,0.833,1,10,1
缺陷,DOWN,4.5937,12,0.833,2,10,0
罚站,DOWN,4.5937,12,0.833,2,10,0
者我,DOWN,4.5937,12,0.833,1,10,1
能感觉,DOWN,4.5937,12,0.833,2,10,0
能感觉到,DOWN,4.5937,12,0.833,2,10,0
自己带,DOWN,4.5937,12,0.833,1,10,1
自己无,DOWN,4.5937,12,0.833,1,10,1
要出去,DOWN,4.5937,12,0.833,2,10,0
要跟我,DOWN,4.5937,12,0.833,1,10,1
说老师,DOWN,4.5937,12,0.833,2,10,0
这边，,DOWN,4.5937,12,0.833,1,10,1
连一,DOWN,4.5937,12,0.833,2,10,0
造假,DOWN,4.5937,12,0.833,0,10,2
道是什么,DOWN,4.5937,12,0.833,0,10,2
那么有,DOWN,4.5937,12,0.833,2,10,0
那，,DOWN,4.5937,12,0.833,0,10,2
面试的时候,DOWN,4.5937,12,0.833,2,10,0
！免费,DOWN,4.5937,12,0.833,0,10,2
，但他们,DOWN,4.5937,12,0.833,2,10,0
，听到,DOWN,4.5937,12,0.833,0,10,2
，姐姐,DOWN,4.5937,12,0.833,0,10,2
，学历,DOWN,4.5937,12,0.833,0,10,2
，我感觉我,DOWN,4.5937,12,0.833,2,10,0
，那么我,DOWN,4.5937,12,0.833,1,10,1
，银行,DOWN,4.5937,12,0.833,1,10,1
？？这,DOWN,4.5937,12,0.833,0,10,2
“自己,DOWN,4.4537,9,1.0,0,9,0
。最近突,DOWN,4.4537,9,1.0,0,9,0
。最近突然,DOWN,4.4537,9,1.0,0,9,0
上小学,DOWN,4.4537,9,1.0,0,9,0
不要吃,DOWN,4.4537,9,1.0,0,9,0
为什么每,DOWN,4.4537,9,1.0,0,9,0
么了。,DOWN,4.4537,9,1.0,0,9,0
么办了,DOWN,4.4537,9,1.0,0,9,0
也不是没,DOWN,4.4537,9,1.0,0,9,0
也会去,DOWN,4.4537,9,1.0,0,9,0
也难,DOWN,4.4537,9,1.0,0,9,0
了，就这样,DOWN,4.4537,9,1.0,0,9,0
了，我好,DOWN,4.4537,9,1.0,0,9,0
于原,DOWN,4.4537,9,1.0,0,9,0
于原生,DOWN,4.4537,9,1.0,0,9,0
于原生家,DOWN,4.4537,9,1.0,0,9,0
于原生家庭,DOWN,4.4537,9,1.0,0,9,0
今年2,DOWN,4.4537,9,1.0,0,9,0
他们两,DOWN,4.4537,9,1.0,0,9,0
他们两个,DOWN,4.4537,9,1.0,0,9,0
他老,DOWN,4.4537,9,1.0,0,9,0
他说了,DOWN,4.4537,9,1.0,0,9,0
们，不,DOWN,4.4537,9,1.0,0,9,0
任了,DOWN,4.4537,9,1.0,0,9,0
但是从,DOWN,4.4537,9,1.0,0,9,0
你们真的,DOWN,4.4537,9,1.0,0,9,0
出奇,DOWN,4.4537,9,1.0,0,9,0
初中的,DOWN,4.4537,9,1.0,0,9,0
到过，,DOWN,4.4537,9,1.0,0,9,0
前一样,DOWN,4.4537,9,1.0,0,9,0
力对,DOWN,4.4537,9,1.0,0,9,0
劝大,DOWN,4.4537,9,1.0,0,9,0
助学贷,DOWN,4.4537,9,1.0,0,9,0
厌学,DOWN,4.4537,9,1.0,0,9,0
友分手,DOWN,4.4537,9,1.0,0,9,0
友圈。,DOWN,4.4537,9,1.0,0,9,0
后面和,DOWN,4.4537,9,1.0,0,9,0
吗？真,DOWN,4.4537,9,1.0,0,9,0
吵到,DOWN,4.4537,9,1.0,0,9,0
和回,DOWN,4.4537,9,1.0,0,9,0
和我对象,DOWN,4.4537,9,1.0,0,9,0
回国后,DOWN,4.4537,9,1.0,0,9,0
在这之,DOWN,4.4537,9,1.0,0,9,0
大学也,DOWN,4.4537,9,1.0,0,9,0
大脑一,DOWN,4.4537,9,1.0,0,9,0
好又,DOWN,4.4537,9,1.0,0,9,0
妈说不,DOWN,4.4537,9,1.0,0,9,0
存。,DOWN,4.4537,9,1.0,0,9,0
学开,DOWN,4.4537,9,1.0,0,9,0
学贷款,DOWN,4.4537,9,1.0,0,9,0
家庭，我,DOWN,4.4537,9,1.0,0,9,0
家里人不,DOWN,4.4537,9,1.0,0,9,0
尊重人,DOWN,4.4537,9,1.0,0,9,0
己大,DOWN,4.4537,9,1.0,0,9,0
己的孩,DOWN,4.4537,9,1.0,0,9,0
己的孩子,DOWN,4.4537,9,1.0,0,9,0
己的父母,DOWN,4.4537,9,1.0,0,9,0
干什么的,DOWN,4.4537,9,1.0,0,9,0
年女,DOWN,4.4537,9,1.0,0,9,0
床上的,DOWN,4.4537,9,1.0,0,9,0
应了，,DOWN,4.4537,9,1.0,0,9,0
庭，我,DOWN,4.4537,9,1.0,0,9,0
态很,DOWN,4.4537,9,1.0,0,9,0
